source_position_id,display_job_id,requisition_id,title,primary_location,all_locations,department,profession,discipline,employment_type,posted_date,canonical_url,found_via_category,found_via_title_search,review_status,review_notes,discovery_methods,captured_at
1970393556995500,200055482,200055482,Principal Software Engineer Architect,"United States, Washington, Redmond","[""United States, Washington, Redmond"", ""United States, Texas, Austin""]",Software Engineering,"[""Software Engineering""]","[""Software Engineering""]","[""Full-Time""]",2026-09-21T18:02:20+00:00,https://apply.careers.microsoft.com/careers/job/1970393556995500,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556994442,200055113,200055113,"Principal Software Engineer Lead, Gameplay Systems - Minecraft","United States, Washington, Redmond","[""United States, Washington, Redmond""]",Software Engineering,"[""Software Engineering""]","[""Software Engineering""]","[""Full-Time""]",2026-09-17T18:52:36+00:00,https://apply.careers.microsoft.com/careers/job/1970393556994442,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Manager""]",2026-09-22T11:10:48.738604+00:00
1970393556945366,200045564,200045564,Principal Software Engineer/ Architect,"United States, Washington, Redmond","[""United States, Washington, Redmond""]",Software Engineering,"[""Software Engineering""]","[""Software Engineering""]","[""Full-Time""]",2026-09-21T21:16:34+00:00,https://apply.careers.microsoft.com/careers/job/1970393556945366,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556946679,200045777,200045777,Principal Software Engineering Manager,"India, Karnataka, Bangalore","[""India, Karnataka, Bangalore""]",Software Engineering,"[""Software Engineering""]","[""Software Engineering""]","[""Full-Time""]",2026-09-04T08:28:55+00:00,https://apply.careers.microsoft.com/careers/job/1970393556946679,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556957980,200047374,200047374,Principal Software Engineering Manager,"India, Karnataka, Bangalore","[""India, Karnataka, Bangalore""]",Software Engineering,"[""Software Engineering""]","[""Software Engineering""]","[""Full-Time""]",2026-08-26T11:58:00+00:00,https://apply.careers.microsoft.com/careers/job/1970393556957980,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556981014,200051335,200051335,Principal Software Engineering Manager,"India, Telangana, Hyderabad","[""India, Telangana, Hyderabad""]",Software Engineering,"[""Software Engineering""]","[""Software Engineering""]","[""Full-Time""]",2026-08-26T18:30:00+00:00,https://apply.careers.microsoft.com/careers/job/1970393556981014,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556999245,200055923,200055923,Principal Software Engineering Manager,"India, Karnataka, Bangalore","[""India, Karnataka, Bangalore""]",Software Engineering,"[""Software Engineering""]","[""Software Engineering""]","[""Full-Time""]",2026-09-21T04:50:29+00:00,https://apply.careers.microsoft.com/careers/job/1970393556999245,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Manager""]",2026-09-22T11:10:48.738604+00:00
1970393556999499,200056081,200056081,Principal Software Engineering Manager,"India, Telangana, Hyderabad","[""India, Telangana, Hyderabad""]",Software Engineering,"[""Software Engineering""]","[""Software Engineering""]","[""Full-Time""]",2026-09-18T09:58:58+00:00,https://apply.careers.microsoft.com/careers/job/1970393556999499,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556972489,200049615,200049615,Principal Software Engineering Manager - CoreAI,"United States, Washington, Redmond","[""United States, Washington, Redmond""]",Software Engineering,"[""Software Engineering""]","[""Software Engineering""]","[""Full-Time""]",2026-09-01T19:30:06+00:00,https://apply.careers.microsoft.com/careers/job/1970393556972489,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556988944,200053832,200053832,Principal Sourcing Engineer,"United States, Washington, Redmond","[""United States, Washington, Redmond""]",Sourcing Engineering,"[""Hardware Engineering""]","[""Sourcing Engineering""]","[""Full-Time""]",2026-09-15T17:00:26+00:00,https://apply.careers.microsoft.com/careers/job/1970393556988944,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556998530,200055722,200055722,Principal Technical Product Manager,"United States, Washington, Redmond","[""United States, Washington, Redmond""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-09-16T23:39:41+00:00,https://apply.careers.microsoft.com/careers/job/1970393556998530,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management"", ""title_search: Technical Product Manager""]",2026-09-22T11:10:48.738604+00:00
1970393556998629,200055775,200055775,Principal UX Researcher,"United States, Washington, Redmond","[""United States, Washington, Redmond"", ""United States, California, Mountain View""]",UX Research,"[""Design & Creative""]","[""UX Research""]","[""Full-Time""]",2026-09-21T17:00:55+00:00,https://apply.careers.microsoft.com/careers/job/1970393556998629,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556994921,200055327,200055327,Product Manager,"China, Beijing, Beijing","[""China, Beijing, Beijing"", ""China, Jiangsu, Suzhou""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-09-11T08:59:10+00:00,https://apply.careers.microsoft.com/careers/job/1970393556994921,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556981270,200051525,200051525,Product Manager - Microsoft Entra: Global Secure Access,"Israel, Tel Aviv, Herzliya","[""Israel, Tel Aviv, Herzliya""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-08-26T17:32:38+00:00,https://apply.careers.microsoft.com/careers/job/1970393556981270,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556984762,200053113,200053113,Product Manager 2 - VS Code,"United States, Washington, Redmond","[""United States, Washington, Redmond""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-09-17T20:57:52+00:00,https://apply.careers.microsoft.com/careers/job/1970393556984762,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management"", ""title_search: Product Manager 2"", ""title_search: Product Manager II""]",2026-09-22T11:10:48.738604+00:00
1970393556995338,200055413,200055413,Product Manager II,"India, Telangana, Hyderabad","[""India, Telangana, Hyderabad"", ""India, Karnataka, Bangalore""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-09-21T06:45:24+00:00,https://apply.careers.microsoft.com/careers/job/1970393556995338,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management"", ""title_search: Product Manager 2"", ""title_search: Product Manager II""]",2026-09-22T11:10:48.738604+00:00
1970393556875687,200040513,200040513,Product Manager II - Microsoft Foundry,"United States, Washington, Redmond","[""United States, Washington, Redmond""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-06-16T15:05:24+00:00,https://apply.careers.microsoft.com/careers/job/1970393556875687,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management"", ""title_search: Product Manager II""]",2026-09-22T11:10:48.738604+00:00
1970393556859131,200035011,200035011,Product Manager- Agentic Platform,"United States, Washington, Redmond","[""United States, Washington, Redmond""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-07-09T00:29:27+00:00,https://apply.careers.microsoft.com/careers/job/1970393556859131,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556978158,200050057,200050057,Project Manager - Data Center Zaragoza,"Spain, Zaragoza, Zaragoza","[""Spain, Zaragoza, Zaragoza""]",Construction Project Management,"[""Real Estate, Facilities, & Construction""]","[""Construction Project Management""]","[""Full-Time""]",2026-09-18T10:03:44+00:00,https://apply.careers.microsoft.com/careers/job/1970393556978158,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Owner""]",2026-09-22T11:10:48.738604+00:00
1970393556941463,200044632,200044632,Senior Business Development Manager,"United States, Washington, Redmond","[""United States, Washington, Redmond"", ""United States, California, San Francisco""]",Business Development,"[""Business Development & Ventures""]","[""Business Development""]","[""Full-Time""]",2026-07-23T20:14:38+00:00,https://apply.careers.microsoft.com/careers/job/1970393556941463,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556999252,200055946,200055946,Senior Business Development Manager - Azure Dedicated & Networking,"United States, Washington, Redmond","[""United States, Washington, Redmond"", ""United States, California, Mountain View""]",Business Development,"[""Business Development & Ventures""]","[""Business Development""]","[""Full-Time""]",2026-09-21T13:14:16+00:00,https://apply.careers.microsoft.com/careers/job/1970393556999252,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556991720,200054394,200054394,Senior Business Planner,"United States, Washington, Redmond","[""United States, Washington, Redmond"", ""United States, California, Mountain View"", ""United States, Georgia, Atlanta"", ""United States, New York, New York""]",Business Planning,"[""Marketing""]","[""Business Planning""]","[""Full-Time""]",2026-09-18T15:21:02+00:00,https://apply.careers.microsoft.com/careers/job/1970393556991720,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556957550,200047225,200047225,Senior Data & Applied Scientist,"United States, Multiple Locations, Multiple Locations","[""United States, Multiple Locations, Multiple Locations""]",Data Science,"[""Research, Applied, & Data Sciences""]","[""Data Science""]","[""Full-Time""]",2026-08-05T19:27:54+00:00,https://apply.careers.microsoft.com/careers/job/1970393556957550,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556995532,200055499,200055499,Senior Data Scientist,"United States, Washington, Redmond","[""United States, Washington, Redmond"", ""United States, California, Mountain View"", ""United States, Georgia, Atlanta"", ""United States, New York, New York""]",Data Science,"[""Research, Applied, & Data Sciences""]","[""Data Science""]","[""Full-Time""]",2026-09-16T19:03:44+00:00,https://apply.careers.microsoft.com/careers/job/1970393556995532,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556979342,200050445,200050445,Senior Data and Applied Scientist,"United States, Washington, Redmond","[""United States, Washington, Redmond""]",Data Science,"[""Research, Applied, & Data Sciences""]","[""Data Science""]","[""Full-Time""]",2026-08-26T20:25:09+00:00,https://apply.careers.microsoft.com/careers/job/1970393556979342,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556994446,200055117,200055117,"Senior Director, Creator Monetization - Minecraft","United States, Washington, Redmond","[""United States, Washington, Redmond"", ""United States, New York, New York"", ""United States, California, Los Angeles"", ""United States, California, San Francisco"", ""United States, Texas, Austin""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-09-16T23:12:16+00:00,https://apply.careers.microsoft.com/careers/job/1970393556994446,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556940548,200044482,200044482,"Senior Director, Transformation AI Architect","United States, Washington, Redmond","[""United States, Washington, Redmond"", ""United States, California, Mountain View""]",Process Management,"[""Business Operations""]","[""Process Management""]","[""Full-Time""]",2026-07-29T14:33:32+00:00,https://apply.careers.microsoft.com/careers/job/1970393556940548,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556927480,200042895,200042895,Senior Forward Deployed Engineer - Technical Program Manager (TPM),"Japan, Tokyo-to, Tokyo","[""Japan, Tokyo-to, Tokyo""]",Software Engineering,"[""Software Engineering""]","[""Software Engineering""]","[""Full-Time""]",2026-07-26T17:23:22+00:00,https://apply.careers.microsoft.com/careers/job/1970393556927480,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393557000105,200056283,200056283,Senior Industry Advisor - Defense & Intelligence - CTJ - Top Secret,"United States, Multiple Locations, Multiple Locations","[""United States, Multiple Locations, Multiple Locations"", ""United States, District of Columbia, Washington D.C.""]",Industry Advisory,"[""Sales""]","[""Industry Advisory""]","[""Full-Time""]",2026-09-17T04:07:44+00:00,https://apply.careers.microsoft.com/careers/job/1970393557000105,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556917596,200041796,200041796,Senior Manager Data Center GTM,"Japan, Tokyo-to, Tokyo","[""Japan, Tokyo-to, Tokyo""]",Business Program Management,"[""Business Operations""]","[""Business Program Management""]","[""Full-Time""]",2026-08-21T06:54:58+00:00,https://apply.careers.microsoft.com/careers/job/1970393556917596,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556950348,200045968,200045968,Senior Manager Datacenter GTM,"Korea, Seoul, Seoul","[""Korea, Seoul, Seoul""]",Business Program Management,"[""Business Operations""]","[""Business Program Management""]","[""Full-Time""]",2026-08-04T16:00:00+00:00,https://apply.careers.microsoft.com/careers/job/1970393556950348,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556950341,200045969,200045969,"Senior Manager, Go-to-Market Management, Datacenter","Australia, New South Wales, Sydney","[""Australia, New South Wales, Sydney"", ""Australia, Victoria, Melbourne""]",Business Program Management,"[""Business Operations""]","[""Business Program Management""]","[""Full-Time""]",2026-08-03T10:09:45+00:00,https://apply.careers.microsoft.com/careers/job/1970393556950341,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556962182,200048785,200048785,Senior Portfolio Development Manager,"United States, Washington, Redmond","[""United States, Washington, Redmond""]",Portfolio Development,"[""Business Development & Ventures""]","[""Portfolio Development""]","[""Full-Time""]",2026-08-17T18:18:22+00:00,https://apply.careers.microsoft.com/careers/job/1970393556962182,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556995462,200055472,200055472,Senior Portfolio Development Manager,"United States, Washington, Redmond","[""United States, Washington, Redmond""]",Portfolio Development,"[""Business Development & Ventures""]","[""Portfolio Development""]","[""Full-Time""]",2026-09-16T20:29:45+00:00,https://apply.careers.microsoft.com/careers/job/1970393556995462,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393557000257,200056377,200056377,Senior Product Management,"United States, Washington, Redmond","[""United States, Washington, Redmond""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-09-17T16:47:40+00:00,https://apply.careers.microsoft.com/careers/job/1970393557000257,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management"", ""title_search: Senior Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556982522,200052223,200052223,"Senior Product Management, CoreAI Foundry","United States, Washington, Redmond","[""United States, Washington, Redmond""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-09-15T14:25:33+00:00,https://apply.careers.microsoft.com/careers/job/1970393556982522,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management"", ""title_search: Product Manager 2"", ""title_search: Senior Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556885224,200040792,200040792,Senior Product Manager,"United States, Washington, Redmond","[""United States, Washington, Redmond"", ""United States, California, Mountain View""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-06-26T20:40:28+00:00,https://apply.careers.microsoft.com/careers/job/1970393556885224,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556924396,200042335,200042335,Senior Product Manager,"United States, Washington, Redmond","[""United States, Washington, Redmond""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-09-10T21:58:25+00:00,https://apply.careers.microsoft.com/careers/job/1970393556924396,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556938152,200043757,200043757,Senior Product Manager,"United States, Washington, Redmond","[""United States, Washington, Redmond""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-09-15T23:16:14+00:00,https://apply.careers.microsoft.com/careers/job/1970393556938152,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556944421,200045393,200045393,Senior Product Manager,"India, Telangana, Hyderabad","[""India, Telangana, Hyderabad""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-09-16T06:04:13+00:00,https://apply.careers.microsoft.com/careers/job/1970393556944421,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management"", ""title_search: Product Lead""]",2026-09-22T11:10:48.738604+00:00
1970393556955409,200046611,200046611,Senior Product Manager,"United States, Washington, Redmond","[""United States, Washington, Redmond""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-09-09T18:36:19+00:00,https://apply.careers.microsoft.com/careers/job/1970393556955409,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556957770,200047301,200047301,Senior Product Manager,"United States, Washington, Redmond","[""United States, Washington, Redmond"", ""United States, Oregon, Hillsboro"", ""United States, California, Mountain View"", ""United States, Texas, Austin""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-08-13T22:34:43+00:00,https://apply.careers.microsoft.com/careers/job/1970393556957770,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556958196,200047423,200047423,Senior Product Manager,"United States, Multiple Locations, Multiple Locations","[""United States, Multiple Locations, Multiple Locations""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-08-11T21:43:32+00:00,https://apply.careers.microsoft.com/careers/job/1970393556958196,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556961262,200048308,200048308,Senior Product Manager,"United States, Washington, Redmond","[""United States, Washington, Redmond""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-08-20T18:35:35+00:00,https://apply.careers.microsoft.com/careers/job/1970393556961262,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556962532,200048889,200048889,Senior Product Manager,"India, Karnataka, Bangalore","[""India, Karnataka, Bangalore""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-08-17T05:19:21+00:00,https://apply.careers.microsoft.com/careers/job/1970393556962532,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556971850,200049391,200049391,Senior Product Manager,"India, Telangana, Hyderabad","[""India, Telangana, Hyderabad""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-08-18T11:38:28+00:00,https://apply.careers.microsoft.com/careers/job/1970393556971850,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management"", ""title_search: Product Manager II""]",2026-09-22T11:10:48.738604+00:00
1970393556982081,200051961,200051961,Senior Product Manager,"United States, California, Mountain View","[""United States, California, Mountain View"", ""United States, Washington, Redmond"", ""United States, New York, New York""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-09-14T21:28:51+00:00,https://apply.careers.microsoft.com/careers/job/1970393556982081,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556987069,200053530,200053530,Senior Product Manager,"United States, Washington, Redmond","[""United States, Washington, Redmond""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-09-11T03:54:36+00:00,https://apply.careers.microsoft.com/careers/job/1970393556987069,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556988910,200053817,200053817,Senior Product Manager,"India, Telangana, Hyderabad","[""India, Telangana, Hyderabad""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-09-15T09:32:38+00:00,https://apply.careers.microsoft.com/careers/job/1970393556988910,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management"", ""title_search: Product Manager II""]",2026-09-22T11:10:48.738604+00:00
1970393556992070,200054592,200054592,Senior Product Manager,"United States, Washington, Redmond","[""United States, Washington, Redmond""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-09-11T00:10:32+00:00,https://apply.careers.microsoft.com/careers/job/1970393556992070,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management"", ""title_search: Product Lead""]",2026-09-22T11:10:48.738604+00:00
1970393556992086,200054609,200054609,Senior Product Manager,"United States, Washington, Redmond","[""United States, Washington, Redmond""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-09-11T04:31:22+00:00,https://apply.careers.microsoft.com/careers/job/1970393556992086,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management"", ""title_search: Product Lead""]",2026-09-22T11:10:48.738604+00:00
1970393556995633,200055557,200055557,Senior Product Manager,"United States, Washington, Redmond","[""United States, Washington, Redmond"", ""United States, Texas, Austin""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-09-21T18:24:55+00:00,https://apply.careers.microsoft.com/careers/job/1970393556995633,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management"", ""title_search: Sr. Product Manager""]",2026-09-22T11:10:48.738604+00:00
1970393556998551,200055734,200055734,Senior Product Manager,"United States, Washington, Redmond","[""United States, Washington, Redmond""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-09-16T18:10:41+00:00,https://apply.careers.microsoft.com/careers/job/1970393556998551,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393557001300,200056603,200056603,Senior Product Manager,"United States, Washington, Redmond","[""United States, Washington, Redmond""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-09-21T19:45:48+00:00,https://apply.careers.microsoft.com/careers/job/1970393557001300,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556983195,200052614,200052614,Senior Product Manager - AI Infrastructure,"United States, Multiple Locations, Multiple Locations","[""United States, Multiple Locations, Multiple Locations""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-08-28T21:12:03+00:00,https://apply.careers.microsoft.com/careers/job/1970393556983195,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556991466,200054313,200054313,Senior Product Manager - AI Infrastructure Competitive Strategy,"United States, Washington, Redmond","[""United States, Washington, Redmond"", ""United States, California, Mountain View"", ""United States, Texas, Austin""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-09-10T18:02:54+00:00,https://apply.careers.microsoft.com/careers/job/1970393556991466,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556982515,200052219,200052219,Senior Product Manager - Microsoft 365 Network Platform,"United States, Washington, Redmond","[""United States, Washington, Redmond""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-08-31T18:50:58+00:00,https://apply.careers.microsoft.com/careers/job/1970393556982515,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
