job_id,external_job_id,company,title,location,canonical_url,department,source_key,retrieved_at
anthropic:5428898008,5428898008,Anthropic,"Product Manager, Safe Access","San Francisco, CA | New York City, NY",https://job-boards.greenhouse.io/anthropic/jobs/5428898008,"Product Management, Support, & Operations",anthropic,2026-09-22T08:13:37.080614+00:00
anthropic:5413576008,5413576008,Anthropic,"Product Manager, Safeguards (Account Integrity & Abuse)","San Francisco, CA | New York City, NY",https://job-boards.greenhouse.io/anthropic/jobs/5413576008,"Product Management, Support, & Operations",anthropic,2026-09-22T08:13:37.080614+00:00
anthropic:5097490008,5097490008,Anthropic,"Product Manager, Safeguards (Cyber)","San Francisco, CA",https://job-boards.greenhouse.io/anthropic/jobs/5097490008,"Product Management, Support, & Operations",anthropic,2026-09-22T08:13:37.080614+00:00
anthropic:5400720008,5400720008,Anthropic,"Product Manager, Safeguards (Generalist)","San Francisco, CA | New York City, NY",https://job-boards.greenhouse.io/anthropic/jobs/5400720008,"Product Management, Support, & Operations",anthropic,2026-09-22T08:13:37.080614+00:00
anthropic:5139628008,5139628008,Anthropic,"Product Manager, Safeguards Rare Harms","San Francisco, CA",https://job-boards.greenhouse.io/anthropic/jobs/5139628008,"Product Management, Support, & Operations",anthropic,2026-09-22T08:13:37.080614+00:00
anthropic:5096878008,5096878008,Anthropic,"Research Product Manager, Labs","San Francisco, CA | New York City, NY",https://job-boards.greenhouse.io/anthropic/jobs/5096878008,"Product Management, Support, & Operations",anthropic,2026-09-22T08:13:37.080614+00:00
openai:fc38c6bf-5330-435c-99b6-1bcf1f5829a8,fc38c6bf-5330-435c-99b6-1bcf1f5829a8,OpenAI,"Product Manager, API Agents",San Francisco,https://jobs.ashbyhq.com/openai/fc38c6bf-5330-435c-99b6-1bcf1f5829a8,Product Management,openai,2026-09-22T09:53:56.375232+00:00
openai:05a8cae8-81bd-4f7b-bc48-41ef1bd67e5d,05a8cae8-81bd-4f7b-bc48-41ef1bd67e5d,OpenAI,"Product Manager, Sensitive Deployments",San Francisco,https://jobs.ashbyhq.com/openai/05a8cae8-81bd-4f7b-bc48-41ef1bd67e5d,Product Management,openai,2026-09-22T09:53:56.375232+00:00
openai:7ffa2a14-fa9c-46cb-a30a-1f7a35ae904a,7ffa2a14-fa9c-46cb-a30a-1f7a35ae904a,OpenAI,"Product Manager, API Infrastructure",San Francisco,https://jobs.ashbyhq.com/openai/7ffa2a14-fa9c-46cb-a30a-1f7a35ae904a,Product Management,openai,2026-09-22T09:53:56.375232+00:00
openai:fbc7ebaf-3a26-406d-9ff6-f166f3e246a2,fbc7ebaf-3a26-406d-9ff6-f166f3e246a2,OpenAI,"Product Manager, Safety Measurement",San Francisco,https://jobs.ashbyhq.com/openai/fbc7ebaf-3a26-406d-9ff6-f166f3e246a2,Product Management,openai,2026-09-22T09:53:56.375232+00:00
openai:0f4da2b4-df8a-4560-809d-d0a6ac1ad9bc,0f4da2b4-df8a-4560-809d-d0a6ac1ad9bc,OpenAI,"Product Manager, Financial Engineering",San Francisco,https://jobs.ashbyhq.com/openai/0f4da2b4-df8a-4560-809d-d0a6ac1ad9bc,Product Management,openai,2026-09-22T09:53:56.375232+00:00
openai:33b8effb-b048-4934-a279-87fff192a330,33b8effb-b048-4934-a279-87fff192a330,OpenAI,"Product Manager, Core Models",San Francisco,https://jobs.ashbyhq.com/openai/33b8effb-b048-4934-a279-87fff192a330,Product Management,openai,2026-09-22T09:53:56.375232+00:00
openai:cc0d0d86-eb9d-44a0-a6a4-42bbb6066b4b,cc0d0d86-eb9d-44a0-a6a4-42bbb6066b4b,OpenAI,"Product Manager, Youth",San Francisco,https://jobs.ashbyhq.com/openai/cc0d0d86-eb9d-44a0-a6a4-42bbb6066b4b,Product Management,openai,2026-09-22T09:53:56.375232+00:00
openai:5953fed7-1466-4e90-94c9-43716a55e032,5953fed7-1466-4e90-94c9-43716a55e032,OpenAI,"Product Manager, Learning",San Francisco,https://jobs.ashbyhq.com/openai/5953fed7-1466-4e90-94c9-43716a55e032,Applied AI,openai,2026-09-22T09:53:56.375232+00:00
openai:70d5259a-f18c-4595-bf52-ec03eeeeac4c,70d5259a-f18c-4595-bf52-ec03eeeeac4c,OpenAI,"Product Manager, Multimodal Safety",San Francisco,https://jobs.ashbyhq.com/openai/70d5259a-f18c-4595-bf52-ec03eeeeac4c,Product Management,openai,2026-09-22T09:53:56.375232+00:00
openai:83f6d415-9462-4afc-a539-ca8d996e011a,83f6d415-9462-4afc-a539-ca8d996e011a,OpenAI,"Product Manager, Enterprise Identity",San Francisco,https://jobs.ashbyhq.com/openai/83f6d415-9462-4afc-a539-ca8d996e011a,Product Management,openai,2026-09-22T09:53:56.375232+00:00
